	Kingdom	Phylum	Class	Order	Family	Genus
sq2369	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq2370	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq2371	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq2372	Bacteria	Patescibacteria	Gracilibacteria	JGI_0000069-P22	JGI_0000069-P22_unclassified	JGI_0000069-P22_unclassified
sq2373	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	AT-s3-44
sq2374	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Microtrichaceae_unclassified
sq2375	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_unclassified	OM182_clade_unclassified
sq2376	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
sq2377	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2378	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
sq2379	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq2380	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_unclassified
sq2381	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2382	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2383	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
sq2384	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq2385	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq2386	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae_unclassified
sq2387	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
sq2388	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Moritellaceae	Moritella
sq2389	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2390	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopelagicus
sq2391	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_unclassified	KI89A_clade_unclassified
sq2392	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq2393	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae_unclassified
sq2394	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
sq2395	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2396	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionales_unclassified	Cellvibrionales_unclassified
sq2397	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Nitrosopumilaceae_unclassified
sq2398	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
sq2399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Filomicrobium
sq2400	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Marinifilaceae	Marinifilaceae_unclassified
sq2401	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq2402	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
sq2403	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq2404	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2405	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2406	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade
sq2407	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq2408	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_unclassified
sq2409	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq2410	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisella
sq2411	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq2412	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Marinomonadaceae	Marinomonas
sq2413	Bacteria	Proteobacteria	Gammaproteobacteria	Francisellales	Francisellaceae	Francisellaceae_unclassified
sq2414	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2415	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_unclassified
sq2416	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2417	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2418	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidia_unclassified	Bacteroidia_unclassified	Bacteroidia_unclassified
sq2419	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2420	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified
sq2421	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Granulosicoccus
sq2422	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_IV	SAR11_Clade_IV_unclassified
sq2423	Archaea	Euryarchaeota	Thermoplasmata	Marine_Group_II	Marine_Group_II_unclassified	Marine_Group_II_unclassified
sq2424	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2425	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_unclassified	Bradymonadales_unclassified
sq2426	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_unclassified	Bradymonadales_unclassified
sq2427	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2428	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group
sq2429	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
sq2430	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Leucothrix
sq2431	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
sq2432	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_unclassified
sq2433	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae_unclassified
sq2434	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_I_unclassified
sq2435	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq2436	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2437	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	Ga0077536_unclassified	Ga0077536_unclassified
sq2438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_unclassified
sq2439	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Algibacter
sq2440	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea
sq2441	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocales_unclassified	Nostocales_unclassified
sq2442	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2443	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2444	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2445	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
sq2446	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	NS9_marine_group	NS9_marine_group_unclassified
sq2447	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksellaceae_unclassified
sq2448	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter
sq2449	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	LS-NOB
sq2450	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	Oligoflexaceae	Oligoflexaceae_unclassified
sq2451	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae_unclassified
sq2452	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
sq2453	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-j_unclassified	NB1-j_unclassified
sq2454	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae_unclassified
sq2455	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
sq2456	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2457	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq2458	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Psychroflexus
sq2459	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
sq2460	Bacteria	Proteobacteria	Gammaproteobacteria	Ectothiorhodospirales	Ectothiorhodospiraceae	Ectothiorhodospiraceae_unclassified
sq2461	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Peredibacter
sq2462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_NAC11-7_lineage
sq2463	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Gimesiaceae	Gimesiaceae_unclassified
sq2464	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2465	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_I_unclassified
sq2466	Bacteria	Acidobacteria	Subgroup_6	Subgroup_6_unclassified	Subgroup_6_unclassified	Subgroup_6_unclassified
sq2467	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	UBA10353_marine_group_unclassified	UBA10353_marine_group_unclassified
sq2468	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	Nitrincolaceae_unclassified
sq2469	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	MD3-55
sq2470	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq2471	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus
sq2472	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2473	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophagaceae_unclassified
sq2474	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2475	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq2476	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Occidentia
sq2477	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga
sq2478	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionellaceae_unclassified
sq2479	Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified	Deltaproteobacteria_unclassified
sq2480	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2481	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Salinirepens
sq2482	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
sq2483	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
sq2484	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
sq2485	Bacteria	Nitrospinae	Nitrospinia	Nitrospinales	Nitrospinaceae	Nitrospina
sq2486	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	OM182_clade_unclassified	OM182_clade_unclassified
sq2487	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq2488	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetales_unclassified	Planctomycetales_unclassified
sq2489	Bacteria	Proteobacteria	Gammaproteobacteria	Thiohalorhabdales	Thiohalorhabdaceae	Thiohalorhabdaceae_unclassified
sq2490	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
sq2491	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996_marine_group
sq2492	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
sq2493	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2494	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq2495	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2496	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Ideonella
sq2497	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	PB19_unclassified	PB19_unclassified
sq2498	Bacteria	Marinimicrobia_(SAR406_clade)	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified	Marinimicrobia_(SAR406_clade)_unclassified
sq2499	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	PB19_unclassified	PB19_unclassified
sq2500	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	Nisaeaceae	OM75_clade
sq2501	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_NAC11-7_lineage
sq2502	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Blastopirellula
sq2503	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Cocleimonas
sq2504	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
sq2505	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-j_unclassified	NB1-j_unclassified
sq2506	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2507	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq2508	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cyclobacteriaceae	Cyclobacteriaceae_unclassified
sq2509	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	SAR86_clade_unclassified	SAR86_clade_unclassified
sq2510	Archaea	Thaumarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus_Nitrosopumilus
sq2511	Bacteria	Chloroflexi	Dehalococcoidia	SAR202_clade	SAR202_clade_unclassified	SAR202_clade_unclassified
sq2512	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_I	SAR11_Clade_Ia
sq2513	Bacteria	Proteobacteria	Gammaproteobacteria	P0X4b2H11	P0X4b2H11_unclassified	P0X4b2H11_unclassified
sq2514	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq2515	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio
sq2516	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	Arctic97B-4_marine_group_unclassified	Arctic97B-4_marine_group_unclassified
sq2517	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2518	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
sq2519	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
sq2520	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellulaceae_unclassified
sq2521	Bacteria	Proteobacteria	Deltaproteobacteria	PB19	PB19_unclassified	PB19_unclassified
sq2522	Bacteria	Proteobacteria	Gammaproteobacteria	Piscirickettsiales	Piscirickettsiaceae	Candidatus_Endoecteinascidia
sq2523	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
sq2524	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	KI89A_clade_unclassified	KI89A_clade_unclassified
sq2525	Bacteria	Verrucomicrobia	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita
sq2526	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2527	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc
sq2528	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq2529	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq2530	Bacteria	Margulisbacteria	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified	Margulisbacteria_unclassified
sq2531	Bacteria	Planctomycetes	Pla3_lineage	Pla3_lineage_unclassified	Pla3_lineage_unclassified	Pla3_lineage_unclassified
sq2532	Bacteria	Verrucomicrobia	Verrucomicrobiae	Arctic97B-4_marine_group	Arctic97B-4_marine_group_unclassified	Arctic97B-4_marine_group_unclassified
sq2533	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2534	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27_clade
sq2535	Bacteria	Proteobacteria	Deltaproteobacteria	Bradymonadales	Bradymonadales_unclassified	Bradymonadales_unclassified
sq2536	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	P3OB-42	P3OB-42_unclassified
sq2537	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	SAR11_Clade_II	SAR11_Clade_II_unclassified
sq2538	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Trueperaceae	Truepera
sq2539	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq2540	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
sq2541	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Castellaniella
sq2542	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospiraceae_unclassified
sq2543	Bacteria	Proteobacteria	Deltaproteobacteria	NB1-j	NB1-j_unclassified	NB1-j_unclassified
sq2544	Bacteria	PAUC34f	PAUC34f_unclassified	PAUC34f_unclassified	PAUC34f_unclassified	PAUC34f_unclassified
sq2545	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	Holosporaceae_unclassified
sq2546	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unknown_Family	Unknown_Family_unclassified
sq2547	Bacteria	Bacteroidetes	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pseudofulvibacter
sq2548	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq2549	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwellia
sq2550	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagimonas
sq2551	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiales_unclassified	Rickettsiales_unclassified
